Date,Region,Property_Type,Bedrooms,Distance_to_CBD_km,Rent_Price
28/09/2023,dunedin,House,4,9.1,701.9
21/08/2022,AUCKLAND,apartment,3,9.9,551.42
28/07/2022,WELLINGTON,House,2,4.7,614.07
05/05/2023,DUNEDIN,aprtment,2,1.7,486.4
31/12/2024,Dunedin  ,apartment,3,13.0,685.77
11/05/2022,Hamilton,town house,3,9.9,769.04
23/03/2022,HAMILTON,town house,3,0.8,593.61
19/11/2023,christchurch,HOUSE,3,7.5,733.75
31/12/2024,WELLINGTON,HOUSE,3,7.3,849.24
19/12/2022,Hamilton,Apartment,3,7.1,720.17
28/12/2024,welling ton,aprtment,2,3.9,662.24
24/07/2022,Dunedin  ,aprtment,2,7.6,621.94
27/08/2023,Dunedin,aprtment,2,0.5,696.09
22/07/2024,Auckland,apartment,3,7.1,493.05
11/05/2023,hamilton,apartment,2,7.8,490.87
02/01/2023,AUCKLAND,aprtment,3,7.1,536.28
23/07/2023,dunedin,apartment,2,12.6,629.16
09/05/2024,Auckland,townhouse,1,0.5,578.87
24/01/2022,dunedin,aprtment,2,9.9,446.59
10/11/2024,christchurch,town house,3,5.9,575.35
19/01/2024,HAMILTON,,3,9.0,
27/03/2022,christchurch,HOUSE,1,7.6,709.56
23/07/2024,AUCKLAND,apartment,2,7.4,696.07
16/11/2022,Christchurch,House,4,3.2,
05/04/2022,hamilton,aprtment,2,4.1,533.78
31/05/2022,Dunedin  ,Apartment,4,6.0,744.47
11/03/2024,AUCKLAND,house,4,7.7,592.96
08/07/2022,auckland,apartment,2,7.8,456.87
04/10/2022,auckland,apartment,4,0.5,782.68
04/05/2024,DUNEDIN,apartment,3,12.0,677.89
07/10/2024,DUNEDIN,House,1,2.7,582.17
02/06/2022,Auckland,apartment,4,2.3,757.78
25/10/2023,DUNEDIN,apartment,4,9.8,661.24
18/02/2024,christchurch,Apartment,3,4.7,552.23
06/11/2024,auckland ,aprtment,2,7.9,527.39
02/10/2024,dunedin,HOUSE,1,0.5,703.27
28/05/2022,auckland ,HOUSE,2,2.4,520.52
31/01/2023,christchurch,Apartment,2,6.6,470.61
02/01/2023,auckland,HOUSE,2,7.5,545.09
05/01/2022,wellington,aprtment,1,4.8,398.85
12/09/2023,CHRISTCHURCH,Townhouse,3,2.0,691.34
02/01/2024,dunedin,town house,3,3.9,774.7
04/08/2024,hamilton,Townhouse,1,2.8,659.33
04/05/2023,Dunedin  ,apartment,3,0.5,671.59
05/04/2024,hamilton,Townhouse,3,8.0,593.86
08/02/2022,welling ton,Apartment,3,6.2,464.36
20/03/2023,auckland,townhouse,1,7.6,508.73
01/11/2022,auckland ,HOUSE,2,8.2,535.69
06/11/2022,hamilton,aprtment,2,5.0,667.47
01/04/2024,auckland,HOUSE,3,7.6,586.73
29/11/2022,CHRISTCHURCH,House,2,5.5,770.54
02/01/2022,hamilton,town house,2,6.9,498.77
11/09/2024,Hamilton,House,1,1.9,625.62
22/04/2023,Wellington,HOUSE,3,12.1,626.69
25/09/2024,auckland ,apartment,5,2.4,805.45
07/11/2022,hamilton,aprtment,3,1.9,663.67
16/02/2022,christchurch,townhouse,3,0.5,673.25
03/11/2024,auckland ,apartment,2,13.7,644.47
15/12/2024,WELLINGTON,aprtment,3,17.8,673.39
02/06/2022,CHRISTCHURCH,HOUSE,3,2.5,790.43
08/07/2023,Wellington,townhouse,1,5.0,421.3
26/04/2024,Christchurch,townhouse,4,8.6,676.96
09/08/2024,AUCKLAND,Townhouse,2,7.8,679.99
24/08/2023,Wellington,townhouse,1,4.4,492.31
02/11/2022,christchurch,aprtment,3,4.3,544.69
10/08/2024,dunedin,house,2,6.7,540.18
20/11/2022,Hamilton,House,3,1.1,586.21
18/11/2022,AUCKLAND,House,1,7.5,683.39
16/09/2023,Dunedin,apartment,3,8.3,631.68
13/09/2023,auckland,town house,2,7.5,771.1
02/03/2022,WELLINGTON,house,1,7.4,719.55
28/08/2022,Dunedin,town house,2,0.5,588.07
05/01/2023,christchurch,house,1,1.3,623.12
13/10/2022,CHRISTCHURCH,town house,2,2.8,710.83
27/05/2024,welling ton,HOUSE,4,13.7,723.2
02/10/2023,Dunedin,,3,4.1,541.26
06/06/2022,Dunedin  ,House,1,1.1,583.45
06/04/2024,DUNEDIN,HOUSE,2,7.4,507.48
29/06/2022,dunedin,townhouse,3,11.9,775.29
27/04/2023,dunedin,HOUSE,3,1.1,713.73
13/01/2023,hamilton,Townhouse,3,8.1,765.38
07/08/2022,HAMILTON,town house,4,10.3,833.19
18/07/2022,auckland,HOUSE,5,0.7,701.97
12/08/2024,wellington,Apartment,3,11.0,642.43
06/01/2024,hamilton,house,1,4.9,524.2
04/01/2023,Dunedin  ,House,3,6.2,672.07
22/12/2024,wellington,HOUSE,3,12.4,685.64
29/08/2024,hamilton,HOUSE,2,12.6,622.0
06/07/2023,welling ton,house,3,5.7,566.39
04/09/2024,hamilton,Apartment,2,4.9,522.79
30/05/2023,Christchurch,town house,2,6.1,641.84
04/10/2023,Wellington,Townhouse,3,10.6,
08/06/2024,auckland ,Apartment,3,3.9,722.79
22/07/2024,christchurch,Apartment,2,0.5,588.58
04/08/2023,CHRISTCHURCH,Townhouse,3,0.5,611.93
10/03/2024,Hamilton,aprtment,1,11.2,576.36
15/07/2022,CHRISTCHURCH,Townhouse,1,10.7,459.73
10/08/2022,Wellington,house,3,8.5,604.24
28/06/2024,WELLINGTON,house,3,4.2,664.81
10/08/2024,CHRISTCHURCH,Apartment,2,0.5,525.75
08/07/2022,hamilton,townhouse,1,5.1,438.04
02/07/2022,Dunedin,town house,1,8.5,721.8
18/02/2024,Dunedin,Townhouse,4,0.5,637.88
07/05/2024,auckland,Apartment,4,7.6,775.77
18/05/2024,hamilton,Apartment,2,5.9,573.5
19/10/2022,Auckland,apartment,3,4.5,562.21
25/07/2023,Auckland,town house,3,7.2,523.51
05/09/2022,welling ton,house,3,3.7,722.78
22/08/2024,auckland ,HOUSE,3,4.7,783.33
10/01/2024,welling ton,house,3,0.9,642.53
09/06/2022,WELLINGTON,,3,1.9,639.47
02/06/2023,hamilton,townhouse,3,1.9,560.15
28/08/2023,dunedin,House,3,9.8,797.19
19/03/2023,welling ton,House,3,9.0,810.11
17/10/2023,auckland ,House,3,14.1,817.85
03/09/2023,Dunedin,House,1,0.5,542.52
05/06/2023,Dunedin  ,apartment,3,5.9,677.61
12/06/2022,wellington,apartment,3,11.8,453.51
16/06/2022,WELLINGTON,apartment,2,4.1,654.24
03/07/2024,hamilton,House,2,10.3,762.73
09/03/2024,CHRISTCHURCH,townhouse,2,13.9,571.59
17/07/2023,wellington,house,2,7.8,529.51
20/12/2023,auckland,Townhouse,3,11.6,545.21
15/10/2023,Hamilton,HOUSE,1,5.4,511.29
29/02/2024,wellington,townhouse,3,3.5,545.34
02/03/2024,hamilton,Townhouse,1,6.5,444.7
30/10/2024,hamilton,aprtment,4,4.1,609.8
29/03/2023,hamilton,Apartment,3,2.5,635.0
28/11/2023,auckland,Townhouse,2,0.5,548.2
09/03/2022,AUCKLAND,townhouse,4,14.8,636.17
31/12/2023,auckland ,aprtment,4,0.5,610.03
23/08/2024,Auckland,HOUSE,4,4.6,738.1
21/06/2022,welling ton,apartment,4,0.5,756.41
21/01/2022,Wellington,aprtment,3,7.4,515.87
29/06/2023,Wellington,aprtment,3,5.3,697.56
17/08/2022,christchurch,HOUSE,1,6.5,680.39
07/10/2022,WELLINGTON,aprtment,4,12.0,589.73
31/05/2024,hamilton,House,2,10.9,825.58
09/02/2024,Wellington,Apartment,2,9.4,613.97
03/12/2023,christchurch,townhouse,3,13.9,589.75
28/04/2022,AUCKLAND,aprtment,2,3.3,543.23
24/07/2022,Hamilton,town house,1,7.3,599.42
10/01/2022,auckland ,house,3,3.5,816.58
02/04/2022,Wellington,HOUSE,1,2.7,581.46
24/09/2024,hamilton,Townhouse,3,0.7,804.95
10/10/2022,hamilton,aprtment,2,2.5,507.58
28/05/2022,CHRISTCHURCH,House,2,11.6,570.5
12/09/2023,Dunedin  ,Apartment,3,13.0,655.92
16/08/2023,WELLINGTON,HOUSE,1,9.0,577.42
02/11/2023,auckland ,Townhouse,3,4.1,615.4
02/04/2023,DUNEDIN,HOUSE,4,14.1,663.14
09/11/2024,auckland ,House,3,11.7,845.97
25/10/2024,Wellington,town house,3,3.6,646.99
09/03/2022,DUNEDIN,aprtment,2,9.2,438.11
24/10/2023,welling ton,apartment,3,5.6,530.41
10/08/2023,Hamilton,town house,5,9.8,850.24
20/02/2024,wellington,Apartment,3,9.9,692.96
20/09/2022,DUNEDIN,Townhouse,3,10.6,502.5
21/11/2024,CHRISTCHURCH,townhouse,1,10.2,663.7
16/12/2022,Auckland,town house,2,3.1,686.17
20/10/2024,Wellington,house,3,0.5,893.15
18/10/2022,HAMILTON,town house,3,18.2,695.48
01/03/2022,wellington,town house,4,0.5,678.4
26/09/2023,welling ton,House,2,7.3,647.97
04/10/2024,auckland,townhouse,3,12.1,607.15
28/02/2024,Wellington,Apartment,3,9.2,650.49
09/06/2022,Hamilton,Townhouse,3,2.8,803.51
02/01/2023,auckland ,aprtment,3,8.4,568.48
16/12/2024,Wellington,House,2,10.4,756.23
31/08/2023,CHRISTCHURCH,apartment,4,0.5,755.55
04/11/2022,christchurch,aprtment,3,10.7,546.9
26/07/2023,wellington,house,2,12.4,668.91
08/03/2024,hamilton,aprtment,3,9.4,523.2
02/12/2024,christchurch,house,2,14.8,772.3
08/11/2022,Dunedin  ,Townhouse,3,11.2,784.7
29/09/2024,CHRISTCHURCH,house,2,5.8,766.09
05/02/2023,HAMILTON,house,2,1.7,673.3
29/07/2023,christchurch,House,2,9.5,641.84
14/06/2022,WELLINGTON,apartment,2,6.1,635.94
20/04/2024,welling ton,aprtment,3,0.8,655.69
04/04/2023,CHRISTCHURCH,house,3,6.7,835.5
03/09/2022,Wellington,aprtment,2,5.7,635.02
14/08/2024,Hamilton,apartment,3,11.0,733.98
09/06/2024,WELLINGTON,townhouse,2,17.0,692.08
28/08/2024,welling ton,townhouse,4,9.3,633.71
09/03/2024,Christchurch,Apartment,4,6.4,543.91
26/01/2023,CHRISTCHURCH,Townhouse,5,4.2,691.3
28/01/2023,DUNEDIN,house,2,11.9,610.62
24/12/2023,Dunedin,Townhouse,4,5.8,669.11
15/06/2024,HAMILTON,Townhouse,1,6.5,589.54
18/05/2023,hamilton,Apartment,3,6.6,728.41
16/06/2022,auckland ,Apartment,2,5.6,600.74
13/04/2024,AUCKLAND,apartment,1,0.5,657.62
23/08/2024,CHRISTCHURCH,Townhouse,2,10.9,690.92
18/09/2024,Wellington,house,2,6.6,564.27
16/02/2023,christchurch,,3,6.2,741.13
15/01/2024,wellington,Townhouse,3,13.2,
07/05/2023,dunedin,HOUSE,4,10.8,798.59
09/10/2022,Dunedin,House,2,11.0,618.37
06/06/2023,Dunedin,House,1,11.2,665.85
04/05/2022,Dunedin  ,aprtment,2,10.3,511.26
30/06/2024,Wellington,townhouse,2,8.8,528.32
26/12/2024,Auckland,Apartment,3,8.1,472.73
13/09/2022,Hamilton,Townhouse,3,4.8,575.52
31/08/2024,Dunedin  ,House,3,5.3,693.19
02/07/2024,Auckland,town house,2,6.6,555.06
09/06/2023,CHRISTCHURCH,town house,4,1.2,621.91
31/01/2022,hamilton,apartment,2,4.0,518.58
12/06/2024,AUCKLAND,Townhouse,1,7.3,687.92
09/11/2024,christchurch,Apartment,2,6.8,458.42
01/04/2022,auckland,Townhouse,1,10.0,544.9
24/10/2024,CHRISTCHURCH,Townhouse,5,3.8,716.16
19/04/2022,DUNEDIN,Townhouse,5,5.2,852.94
28/07/2024,welling ton,townhouse,1,4.8,674.2
15/04/2023,WELLINGTON,house,1,4.7,491.34
09/03/2024,dunedin,house,2,1.5,856.04
08/07/2022,Dunedin  ,House,4,5.9,666.38
24/08/2023,wellington,house,2,8.7,796.63
19/05/2023,wellington,aprtment,3,0.5,680.99
16/11/2023,christchurch,town house,2,2.5,771.7
14/09/2022,hamilton,aprtment,2,9.4,477.44
23/07/2024,Dunedin,aprtment,1,7.1,450.63
30/01/2024,Dunedin,town house,2,6.3,534.23
06/04/2024,Hamilton,Townhouse,1,2.9,599.88
02/11/2024,AUCKLAND,Townhouse,2,8.5,534.49
21/10/2022,Wellington,apartment,4,4.9,759.01
27/03/2022,auckland,house,2,16.5,670.42
09/12/2022,welling ton,HOUSE,2,9.7,798.39
05/06/2022,CHRISTCHURCH,aprtment,1,2.4,662.59
02/10/2024,christchurch,aprtment,1,3.9,439.4
13/03/2023,christchurch,town house,2,15.6,553.67
05/08/2022,christchurch,Apartment,3,8.3,694.73
15/02/2024,hamilton,HOUSE,3,0.5,641.89
17/03/2023,wellington,apartment,2,8.6,544.59
10/09/2022,hamilton,Townhouse,3,2.0,763.55
26/08/2023,christchurch,town house,1,4.3,560.34
10/12/2023,Auckland,aprtment,3,0.8,562.36
21/12/2024,Dunedin,HOUSE,2,10.2,803.76
04/08/2024,Dunedin,,4,7.3,620.68
30/10/2024,hamilton,town house,2,5.5,688.56
08/06/2023,AUCKLAND,Townhouse,2,4.1,543.42
11/06/2023,christchurch,house,3,2.6,696.27
04/06/2024,auckland ,Townhouse,2,10.5,454.49
10/08/2024,auckland ,apartment,2,7.8,495.57
07/11/2024,auckland ,Apartment,2,9.5,678.89
08/12/2024,wellington,house,1,9.0,497.23
28/12/2022,Hamilton,Apartment,3,1.2,741.41
26/03/2022,Auckland,Townhouse,4,1.4,643.79
08/07/2022,Auckland,Apartment,3,2.5,691.58
10/10/2024,Dunedin  ,aprtment,2,14.4,477.13
09/07/2022,Dunedin,Townhouse,4,7.2,799.57
06/05/2024,CHRISTCHURCH,town house,3,5.7,704.94
15/04/2022,welling ton,town house,1,8.5,
12/06/2022,AUCKLAND,apartment,1,15.4,573.59
18/03/2023,Wellington,apartment,2,5.3,444.37
07/04/2022,Auckland,apartment,3,5.9,696.16
21/05/2023,HAMILTON,House,2,7.8,573.53
31/03/2024,welling ton,House,4,11.6,896.74
02/12/2024,Auckland,House,1,0.5,687.31
11/06/2024,CHRISTCHURCH,Townhouse,1,6.2,615.84
20/01/2024,CHRISTCHURCH,Townhouse,1,17.3,632.16
28/01/2024,christchurch,aprtment,3,3.8,623.1
29/04/2023,welling ton,House,3,10.4,589.25
26/06/2022,Hamilton,aprtment,3,8.6,737.7
15/09/2023,DUNEDIN,house,4,8.3,712.11
19/06/2023,Christchurch,town house,3,2.9,581.87
24/07/2024,DUNEDIN,townhouse,2,5.4,566.21
02/05/2023,hamilton,Townhouse,3,7.7,762.86
19/12/2022,welling ton,apartment,3,11.9,672.18
22/06/2024,Hamilton,apartment,1,8.0,427.3
18/08/2023,auckland ,apartment,3,7.9,766.86
20/10/2024,Dunedin,apartment,2,11.5,631.78
11/11/2023,DUNEDIN,house,3,10.9,588.27
26/11/2022,dunedin,town house,4,5.2,648.8
10/01/2024,Dunedin,Townhouse,3,8.0,637.36
24/08/2023,auckland,House,3,10.7,835.24
23/05/2022,auckland ,townhouse,3,9.7,689.65
05/06/2024,DUNEDIN,Townhouse,1,0.5,705.81
30/12/2024,Dunedin  ,aprtment,3,3.1,713.36
15/07/2023,welling ton,aprtment,1,10.2,438.97
27/04/2022,WELLINGTON,aprtment,1,5.2,575.96
20/11/2023,christchurch,apartment,3,9.9,
05/06/2022,DUNEDIN,Townhouse,3,7.5,562.42
05/07/2022,Dunedin  ,apartment,1,4.6,395.41
08/08/2023,Wellington,town house,3,12.2,529.55
12/05/2023,auckland,house,3,9.9,678.84
08/07/2023,WELLINGTON,HOUSE,2,5.6,761.52
04/01/2024,AUCKLAND,aprtment,2,5.9,536.29
30/03/2023,wellington,Apartment,5,7.8,681.29
09/12/2022,auckland,town house,2,14.0,665.83
20/02/2022,AUCKLAND,Apartment,1,6.2,421.2
04/12/2023,HAMILTON,Townhouse,3,5.2,600.82
05/08/2024,Wellington,town house,4,16.4,631.6
25/11/2023,christchurch,Apartment,3,11.5,787.19
20/07/2022,Dunedin  ,aprtment,3,9.8,657.53
19/02/2024,wellington,apartment,3,0.5,558.78
13/05/2024,welling ton,apartment,2,14.7,626.31
22/03/2023,HAMILTON,House,2,11.0,796.26
22/01/2023,hamilton,,4,10.3,636.41
07/11/2023,dunedin,town house,4,2.5,665.64
01/08/2023,CHRISTCHURCH,town house,3,0.5,610.91
12/05/2022,hamilton,House,1,10.1,748.52
08/07/2024,hamilton,townhouse,3,9.9,675.09
18/09/2024,WELLINGTON,Apartment,2,4.0,673.68
16/01/2023,WELLINGTON,apartment,3,0.5,614.96
09/12/2023,DUNEDIN,aprtment,1,7.0,408.52
23/02/2022,Dunedin  ,house,3,11.8,852.71
14/08/2022,christchurch,Apartment,3,8.0,684.28
14/06/2023,auckland,townhouse,2,0.5,629.49
23/09/2023,christchurch,town house,1,12.0,458.27
27/10/2022,AUCKLAND,,4,1.3,737.09
18/10/2024,WELLINGTON,town house,3,0.5,690.53
21/11/2023,Dunedin  ,house,2,7.0,785.06
18/10/2024,welling ton,town house,5,3.7,813.64
29/03/2022,WELLINGTON,Apartment,2,4.8,642.13
06/09/2024,dunedin,town house,1,10.7,496.76
13/10/2022,Christchurch,HOUSE,3,6.9,727.72
12/01/2022,hamilton,apartment,3,7.9,702.79
22/11/2024,hamilton,HOUSE,3,4.1,658.66
01/09/2023,christchurch,Apartment,4,6.0,577.31
25/04/2022,christchurch,townhouse,2,6.1,511.68
21/02/2024,hamilton,Apartment,2,10.4,549.46
21/02/2024,hamilton,townhouse,2,0.5,590.91
05/10/2023,Dunedin,apartment,1,8.6,626.87
18/02/2023,Christchurch,Townhouse,2,5.3,599.43
15/06/2022,hamilton,apartment,3,6.3,
05/06/2023,Christchurch,aprtment,2,5.0,654.54
11/07/2023,welling ton,house,3,0.5,641.92
14/05/2024,christchurch,Apartment,3,10.7,734.22
06/04/2024,wellington,HOUSE,4,1.8,658.14
02/11/2022,WELLINGTON,Apartment,2,2.6,454.59
29/12/2024,Hamilton,townhouse,1,2.4,501.15
16/02/2022,Auckland,townhouse,3,5.0,512.09
21/03/2023,Christchurch,townhouse,2,0.5,495.37
07/10/2024,HAMILTON,Townhouse,1,9.4,522.96
12/11/2022,wellington,townhouse,3,4.0,676.59
02/11/2024,Wellington,Apartment,1,5.1,464.29
17/12/2024,Dunedin  ,Apartment,2,8.3,454.34
30/01/2023,Dunedin,Apartment,4,6.3,725.97
16/01/2022,Christchurch,Townhouse,2,2.1,713.62
26/10/2023,Wellington,aprtment,1,17.7,422.79
20/09/2024,Dunedin  ,House,3,5.4,876.27
13/06/2024,AUCKLAND,apartment,3,7.6,683.58
10/09/2022,WELLINGTON,house,2,12.3,723.61
24/02/2024,auckland,apartment,4,2.0,823.02
06/05/2024,Wellington,aprtment,1,2.5,469.51
17/09/2022,CHRISTCHURCH,,3,3.2,725.71
04/09/2024,Auckland,Townhouse,3,9.0,824.03
31/10/2024,Dunedin  ,aprtment,3,5.4,622.71
29/01/2024,dunedin,house,2,7.2,584.63
08/08/2024,HAMILTON,town house,3,8.4,559.05
07/04/2022,DUNEDIN,Townhouse,2,2.1,650.96
02/05/2022,Dunedin  ,townhouse,2,8.1,488.78
17/10/2023,Christchurch,town house,3,1.2,802.48
22/07/2023,welling ton,aprtment,1,8.8,487.74
16/11/2022,auckland,house,2,6.5,567.74
31/05/2022,auckland ,town house,3,9.2,747.04
28/05/2023,Auckland,House,2,4.8,831.24
17/05/2023,DUNEDIN,House,2,1.7,774.77
04/11/2023,CHRISTCHURCH,House,4,12.3,
26/06/2023,HAMILTON,aprtment,1,6.8,480.05
23/05/2024,auckland ,Townhouse,1,8.5,722.93
24/02/2023,welling ton,Townhouse,3,1.9,539.47
05/02/2024,Dunedin  ,House,2,5.9,791.48
24/06/2024,hamilton,house,3,0.9,844.47
01/02/2022,dunedin,Townhouse,1,13.6,457.4
31/08/2023,WELLINGTON,house,3,12.8,643.9
03/10/2024,Dunedin  ,town house,3,6.6,696.12
22/11/2022,HAMILTON,townhouse,3,7.2,653.89
27/08/2024,christchurch,house,2,4.8,564.2
22/03/2024,Dunedin,apartment,1,6.9,413.1
26/11/2023,dunedin,townhouse,1,10.2,702.62
29/01/2022,Auckland,town house,3,10.8,779.12
11/09/2022,Auckland,apartment,3,5.7,561.65
30/10/2023,HAMILTON,aprtment,2,10.6,521.78
30/11/2023,auckland ,HOUSE,3,4.2,675.21
24/02/2022,Dunedin,aprtment,2,0.5,671.14
25/06/2024,christchurch,house,3,8.2,644.09
18/02/2024,HAMILTON,town house,5,1.3,905.14
12/09/2022,Wellington,house,5,8.6,705.19
15/01/2023,auckland,townhouse,4,6.7,663.57
16/09/2022,HAMILTON,house,2,0.5,646.21
04/01/2024,Dunedin  ,House,3,16.4,811.4
31/07/2023,hamilton,House,5,10.3,927.99
05/10/2024,WELLINGTON,apartment,3,7.5,579.16
22/11/2022,WELLINGTON,Townhouse,3,2.3,669.97
14/02/2023,Hamilton,townhouse,3,9.1,538.5
07/04/2024,dunedin,aprtment,2,4.2,700.92
12/03/2022,AUCKLAND,townhouse,1,5.5,472.02
24/12/2023,WELLINGTON,townhouse,2,5.6,724.1
18/07/2022,auckland,Apartment,2,11.1,643.78
03/07/2023,CHRISTCHURCH,townhouse,2,7.0,510.22
16/03/2023,WELLINGTON,house,1,3.4,613.73
28/05/2023,WELLINGTON,HOUSE,4,6.2,732.33
08/10/2023,wellington,house,3,2.1,636.69
27/03/2022,Wellington,town house,3,6.3,760.59
29/01/2024,auckland,HOUSE,3,4.7,687.12
12/08/2022,wellington,house,3,8.7,668.02
03/09/2024,Dunedin  ,Townhouse,2,6.3,565.21
02/05/2022,Dunedin,Apartment,3,3.3,556.33
12/12/2024,Dunedin  ,house,3,12.7,838.02
10/10/2024,hamilton,Townhouse,2,5.6,677.26
24/07/2022,dunedin,HOUSE,1,8.1,604.0
12/02/2022,Auckland,aprtment,1,2.8,514.35
30/06/2022,hamilton,townhouse,3,9.8,494.57
31/03/2024,AUCKLAND,apartment,2,7.7,484.7
22/03/2023,AUCKLAND,apartment,1,8.1,465.7
08/12/2023,Auckland,HOUSE,5,5.0,828.58
05/09/2024,Auckland,aprtment,4,13.0,675.47
10/11/2024,auckland ,townhouse,2,8.6,759.6
22/01/2024,DUNEDIN,Apartment,3,9.1,495.33
28/05/2024,christchurch,aprtment,2,0.5,584.12
07/09/2022,CHRISTCHURCH,townhouse,3,2.2,553.19
19/09/2023,DUNEDIN,house,2,2.8,609.58
13/07/2022,christchurch,Apartment,4,0.5,573.97
09/07/2022,HAMILTON,HOUSE,2,7.4,615.69
26/12/2023,Dunedin  ,aprtment,2,6.6,539.47
07/09/2024,Wellington,apartment,1,3.1,594.11
21/09/2023,dunedin,Townhouse,3,2.6,682.88
27/10/2024,Christchurch,HOUSE,4,2.6,729.29
13/02/2023,auckland ,HOUSE,2,7.2,541.13
21/03/2023,Dunedin  ,townhouse,3,12.0,748.48
05/03/2023,WELLINGTON,Townhouse,2,1.0,562.23
15/11/2022,HAMILTON,Apartment,3,8.0,478.54
20/09/2024,christchurch,house,2,14.4,546.09
09/10/2022,wellington,House,3,0.5,735.45
28/03/2023,CHRISTCHURCH,House,3,2.4,673.66
09/06/2023,Hamilton,House,2,8.2,537.32
02/05/2023,AUCKLAND,House,3,0.5,689.62
07/06/2024,auckland ,HOUSE,1,0.5,499.82
12/11/2024,christchurch,town house,2,1.1,597.82
18/12/2022,dunedin,Townhouse,3,11.1,776.89
18/07/2024,welling ton,aprtment,1,4.5,642.9
07/06/2024,CHRISTCHURCH,House,2,10.9,759.53
03/10/2022,auckland,House,2,2.5,755.96
11/11/2023,AUCKLAND,Townhouse,1,4.2,630.71
21/07/2024,AUCKLAND,house,2,8.1,702.15
04/11/2023,christchurch,Apartment,3,0.9,699.62
01/11/2023,HAMILTON,House,4,8.9,828.65
01/12/2023,Christchurch,town house,4,7.1,733.96
18/05/2022,AUCKLAND,aprtment,3,4.5,536.37
07/06/2024,christchurch,house,3,0.5,602.99
24/11/2023,Dunedin  ,house,3,1.6,671.71
02/08/2024,christchurch,House,2,8.1,602.04
06/01/2024,HAMILTON,townhouse,2,7.8,699.03
13/11/2022,welling ton,town house,2,4.5,610.44
16/08/2022,wellington,HOUSE,3,8.4,834.93
18/07/2023,AUCKLAND,house,1,1.0,480.24
24/12/2022,Dunedin,house,2,4.1,761.86
17/05/2023,christchurch,Townhouse,4,9.0,585.79
07/10/2024,auckland,aprtment,2,0.5,633.45
29/03/2022,hamilton,town house,3,5.4,802.52
28/04/2024,hamilton,Townhouse,3,10.1,796.19
24/06/2023,Hamilton,House,2,7.5,582.69
25/08/2023,Dunedin  ,apartment,1,3.6,554.45
10/03/2023,DUNEDIN,townhouse,1,3.9,569.86
18/06/2023,christchurch,HOUSE,3,2.7,637.13
29/08/2022,Dunedin,Apartment,2,8.1,635.59
20/07/2024,christchurch,Townhouse,4,6.1,780.06
29/01/2024,WELLINGTON,house,2,10.4,674.03
21/07/2022,Auckland,apartment,3,7.9,535.19
19/03/2024,christchurch,Townhouse,2,4.5,557.7
10/07/2022,CHRISTCHURCH,house,2,4.4,678.06
28/08/2022,hamilton,Apartment,2,6.8,579.53
14/10/2023,Wellington,apartment,3,4.7,666.79
11/03/2022,dunedin,HOUSE,3,5.3,757.33
09/08/2022,auckland,House,1,2.1,582.31
15/06/2024,Auckland,Apartment,2,12.9,466.1
11/06/2022,Dunedin,house,3,8.2,666.38
28/11/2024,HAMILTON,apartment,1,3.4,457.29
08/06/2024,hamilton,Apartment,1,1.5,385.0
14/05/2024,Hamilton,townhouse,3,8.6,695.23
17/10/2022,wellington,house,3,13.2,633.97
08/08/2024,Christchurch,townhouse,3,11.3,598.63
05/04/2024,hamilton,aprtment,4,1.9,688.51
05/01/2024,Christchurch,aprtment,1,0.5,499.37
14/01/2023,welling ton,Apartment,2,7.8,670.71
05/04/2022,wellington,apartment,3,11.5,732.33
02/05/2024,Auckland,townhouse,2,6.5,
29/09/2022,hamilton,House,2,0.5,553.48
09/01/2023,CHRISTCHURCH,,2,5.4,558.22
07/04/2024,christchurch,House,1,3.3,611.04
05/04/2024,welling ton,townhouse,1,0.5,516.1
17/04/2024,HAMILTON,House,1,3.3,691.43
04/04/2022,christchurch,house,1,10.4,751.42
12/10/2024,christchurch,HOUSE,2,8.6,715.79
06/09/2024,hamilton,apartment,3,4.9,689.97
18/05/2024,christchurch,HOUSE,3,11.4,659.6
13/04/2024,auckland ,town house,1,4.2,653.95
09/03/2023,christchurch,HOUSE,3,4.7,732.94
03/10/2024,Dunedin  ,House,2,0.5,829.86
29/05/2022,hamilton,Townhouse,5,5.9,863.39
01/09/2022,Dunedin  ,Townhouse,1,7.7,437.83
08/03/2022,auckland,House,2,6.5,595.44
07/01/2023,christchurch,Townhouse,3,12.1,783.02
23/06/2022,auckland,town house,5,2.2,736.58
02/11/2024,AUCKLAND,aprtment,3,0.5,557.59
05/03/2022,auckland ,apartment,4,8.8,623.01
17/05/2024,Christchurch,HOUSE,2,4.2,644.39
06/10/2024,HAMILTON,apartment,3,8.2,556.5
27/11/2022,christchurch,townhouse,3,11.8,717.54
06/10/2024,AUCKLAND,townhouse,3,3.3,540.22
14/10/2024,Hamilton,House,3,3.2,798.5
01/09/2024,welling ton,House,1,8.0,604.51
21/03/2024,Christchurch,Apartment,1,1.6,620.13
25/05/2022,Christchurch,house,3,13.7,801.35
08/08/2024,Hamilton,town house,1,0.5,645.28
04/05/2022,AUCKLAND,town house,1,9.8,667.69
03/03/2022,DUNEDIN,townhouse,3,9.2,628.78
30/08/2024,wellington,House,3,5.7,642.22
14/01/2023,auckland ,apartment,2,8.9,451.04
24/01/2022,Wellington,HOUSE,2,3.1,627.74
28/02/2023,christchurch,Townhouse,3,5.9,739.56
